"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FUELPRE1","FUELPRE2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","TOWRES","VEHNO","WHEELBAS","VERSION"
"872",1,NA,0,162," 67F",67,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,6,120.381,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,1,290,23
"873",1,NA,0,173," 68D",68,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,0,NA,6,37.099,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",0,1,348,23
"874",1,NA,0,156," 69F",69,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,998,2,NA,NA,NA,NA,0,0,0,NA,NA,"L","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,340,NA,6,200.671,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,274,23
"875",1,NA,0,156," 69F",69,109,0,19,12,7,8,10,14,-14,140,82,NA,140,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,60,NA,6,200.671,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,272,23
"876",1,NA,0,158," 70F",70,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,6,227.303,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,285,23
"877",1,NA,0,159," 72E",72,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,6,114.761,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,1,279,23
"878",1,2,0,154," 72E",72,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9,12,998,2,1,NA,NA,NA,0,0,0,NA,NA,"L","F",NA,NA,NA,NA,1,NA,NA,NA,NA,1,45,280,0,6,114.761,NA,NA,NA,NA,NA,NA,NA,NA,"Y","C","E","E","E","W","N",1,2,281,23
"879",2,1,0,169," 73G",73,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,2,NA,1,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,57,45,0,50,6,291.875,NA,NA,NA,NA,NA,NA,NA,NA,"C","F","G","E","E","W","N",0,1,343,23
"880",1,2,0,160," 76E",76,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,4,NA,2,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,10,130,6,71.546,NA,NA,NA,NA,NA,NA,NA,NA,"R","B","E","E","E","E","W",1,1,304,23
"881",1,2,0,156," 76E",76,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,998,NA,1,NA,NA,NA,0,0,0,NA,NA,"9","L",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,0,6,71.546,NA,NA,NA,NA,NA,NA,NA,NA,"9","B","E","9","E","9","E",NA,2,277,23
"882",4,1,0,148," 77G",77,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,11,998,2,1,NA,NA,NA,0,0,0,1,NA,"R","L",NA,NA,NA,NA,1,NA,1,NA,NA,31,2,998,340,6,181.966,NA,NA,NA,NA,NA,NA,NA,NA,"D","F","G","A","E","O","S",1,1,260,23
"883",1,NA,0,153," 78E",78,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,998,2,NA,NA,NA,NA,0,0,0,NA,NA,"L","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,300,NA,6,102.298,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,2,278,23
"884",1,NA,0,151," 79F",79,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,998,2,NA,NA,NA,NA,0,0,0,NA,NA,"R","",NA,NA,NA,NA,1,NA,NA,NA,NA,51,NA,10,NA,6,194.918,NA,NA,NA,NA,NA,NA,NA,NA,"F","","F","E","","W","",1,1,270,23
"885",1,NA,0,160," 80E",80,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,6,123.037,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","W","",0,2,278,23
"886",1,NA,0,152," 81F",81,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,2,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,330,NA,6,234.434,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,280,23
"887",2,NA,0,157," 81F",81,134,0,42,23,10,3,0,0,-20,170,12,NA,170,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,6,234.434,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,3,272,23
"888",4,1,0,149," 82B",82,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,998,5,NA,NA,NA,NA,0,0,0,NA,NA,"T","R",NA,NA,NA,NA,1,NA,NA,NA,NA,42,50,998,20,6,13.489,NA,NA,NA,NA,NA,NA,NA,NA,"P","F","B","Z","E","N","9",1,1,283,23
"889",1,2,0,157," 83G",83,25,0,NA,NA,NA,NA,NA,NA,NA,NA,12,11,150,3,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,340,6,525.768,1,0,0,0,2,0,163,124,"R","F","G","E","E","E","W",0,1,281,23
"890",1,NA,0,157," 83G",83,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,6,525.768,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,2,281,23
"891",1,2,0,153," 84E",84,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,7,998,2,1,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,300,210,6,26.317,NA,NA,NA,NA,NA,NA,NA,NA,"Z","F","E","A","E","W","S",1,2,265,23
"892",1,NA,0,170," 85F",85,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"B","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,6,50.144,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,2,315,23
"893",1,NA,0,155," 86F",86,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,2,NA,NA,NA,NA,0,0,0,NA,NA,"L","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,6,196.837,NA,NA,NA,NA,NA,NA,NA,NA,"F","","F","E","","W","",1,1,293,23
"894",1,NA,0,158," 86F",86,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,20,NA,6,196.837,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,285,23
"895",1,2,0,165," 88E",88,105,0,21,23,25,33,38,30,23,140,12,5,140,2,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,10,160,6,135.753,1,4,11,9,3,0,-165,103,"D","B","E","E","E","W","W",1,1,282,23
"896",1,NA,0,153," 90F",90,54,0,14,22,10,9,9,8,-48,150,1,NA,150,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,20,NA,6,203.97,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,287,23
"897",1,NA,0,154," 90F",90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,998,2,NA,NA,NA,NA,0,0,0,NA,NA,"L","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,310,NA,6,203.97,NA,NA,NA,NA,NA,NA,NA,NA,"B","","F","E","","W","",1,2,280,23
"898",1,2,0,156," 91F",91,92,0,45,58,65,58,41,21,0,148,10,8,148,3,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,310,250,6,203.97,7,27,6,2,1,9,-37,317,"D","D","F","E","A","W","W",1,1,272,23
"899",1,2,0,173," 91F",91,250,0,9,23,18,21,13,10,118,274,1,3,998,3,2,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,30,90,6,203.97,0,5,1,4,7,4,-59,148,"Y","Z","F","E","A","W","W",1,2,348,23
"900",1,NA,0,154," 92E",92,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,350,NA,6,70.237,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",1,1,273,23
"901",1,2,0,153," 92E",92,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,998,2,2,NA,NA,NA,0,0,0,NA,NA,"L","B",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,260,NA,6,70.237,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","E","E","E","W","W",1,2,278,23
"902",1,2,0,151," 93G",93,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,9,NA,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,3,10,10,6,178.634,NA,NA,NA,NA,NA,NA,NA,NA,"R","F","G","E","E","S","S",1,1,270,23
"903",2,NA,0,160," 93G",93,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,6,178.634,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,3,304,23
"904",1,NA,0,171," 94E",94,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,350,NA,6,110.054,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","W","",0,2,400,23
"905",1,NA,0,NA," 95G",95,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,20,NA,6,279.902,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","G","E","","W","",0,1,302,23
"906",1,NA,0,166," 95G",95,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,6,279.902,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",0,2,295,23
"907",1,NA,0,156," 96B",96,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,4,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,6,12.804,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,1,281,23
"908",1,2,0,146," 96B",96,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,4,2,NA,NA,NA,0,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,1,31,350,998,6,12.804,NA,NA,NA,NA,NA,NA,NA,NA,"D","Z","B","E","D","W","O",1,2,248,23
"909",1,NA,0,157," 98E",98,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,0,NA,6,47.181,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,1,278,23
"910",1,NA,0,156," 99H",99,122,0,3,12,0,0,8,0,0,150,12,NA,150,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,6,220.915,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,1,276,23
"911",1,NA,0,162," 99H",99,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,6,220.915,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","L","","W","",0,2,290,23
"912",1,NA,0,NA,"100K",100,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,42,NA,0,NA,6,26.218,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,1,250,23
"913",1,NA,0,154,"101G",101,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,340,NA,6,714.788,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",0,1,266,23
"914",1,NA,0,160,"101G",101,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,6,714.788,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,2,305,23
"915",1,NA,0,150,"102F",102,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,6,77.827,NA,NA,NA,NA,NA,NA,NA,NA,"L","","F","E","","W","",1,1,273,23
"916",1,NA,0,146,"103F",103,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,6,77.827,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,1,265,23
"917",1,NA,0,148,"103F",103,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,6,77.827,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",0,2,255,23
"918",1,NA,0,151,"104H",104,36,0,4,1,1,1,1,0,-66,166,1,NA,166,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,6,227.671,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","E","","E","",0,1,269,23
"919",1,NA,0,152,"104H",104,154,0,0,0,0,5,16,12,117,324,12,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,6,227.671,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","S","",1,2,257,23
"920",1,NA,0,154,"105D",105,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,8,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,78,NA,0,NA,6,68.5,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","G","","W","",1,1,281,23
"921",1,NA,0,NA,"106G",106,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,6,494.575,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,2,260,23
"922",1,NA,0,151,"107K",107,78,0,26,29,49,52,15,16,0,140,12,NA,140,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,52,NA,0,NA,6,34.075,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,1,269,23
"923",2,1,0,NA,"108F",108,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,2,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,3,2,0,0,6,188.654,NA,NA,NA,NA,NA,NA,NA,NA,"Z","L","F","E","E","W","E",1,1,334,23
"924",3,NA,0,152,"108F",108,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,3,NA,NA,NA,6,188.654,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",0,4,260,23
"925",1,3,0,170,"109E",109,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,2,3,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,51,10,20,6,75.391,NA,NA,NA,NA,NA,NA,NA,NA,"Z","F","E","E","E","W","W",1,1,302,23
"926",1,2,0,154,"109E",109,127,0,11,6,4,10,29,42,144,236,8,7,998,2,1,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,250,200,6,75.391,14,13,15,11,5,3,-186,104,"F","B","E","E","E","W","W",1,2,262,23
"927",2,1,0,150,"110G",110,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,2,1,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,2,998,10,6,191.743,NA,NA,NA,NA,NA,NA,NA,NA,"P","R","G","D","E","O","S",1,1,265,23
"928",1,NA,0,155,"111F",111,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,210,NA,6,274.2,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",1,2,272,23
"929",3,2,0,155,"111F",111,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,6,180,2,2,NA,NA,NA,0,0,0,NA,NA,"F","B",NA,NA,NA,NA,1,NA,NA,NA,NA,54,1,10,190,6,274.2,NA,NA,NA,NA,NA,NA,NA,NA,"D","L","F","E","E","W","E",1,3,275,23
"930",1,NA,0,149,"112H",112,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,6,802.128,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","E","","S","",0,1,272,23
"931",1,NA,0,156,"112H",112,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,6,802.128,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","S","",1,2,281,23
"932",1,2,0,147,"113D",113,78,0,4,17,30,38,41,42,38,162,12,6,162,2,1,NA,NA,NA,0,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,59,NA,0,170,6,58.049,0,0,0,0,1,1,0,162,"D","D","D","E","E","W","W",1,1,262,23
"933",2,1,0,147,"114E",114,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,3,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,51,2,10,20,6,164.794,NA,NA,NA,NA,NA,NA,NA,NA,"Z","R","E","E","E","W","E",1,1,319,23
"934",1,NA,0,158,"114E",114,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,6,164.794,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",NA,2,278,23
"935",1,NA,0,156,"115D",115,148,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,148,4,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,0,NA,6,49.59,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",1,1,281,23
"936",1,NA,0,166,"115D",115,174,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,174,2,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,340,NA,6,49.59,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",1,2,303,23
"937",1,NA,0,150,"116F",116,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,998,3,NA,NA,NA,NA,0,0,0,NA,NA,"R","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,60,NA,6,268.236,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,2,272,23
"938",1,NA,0,156,"117E",117,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,6,104.192,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",NA,2,262,23
"939",1,2,0,157,"118G",118,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,998,2,NA,NA,NA,NA,0,0,0,NA,NA,"L","F",NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,0,NA,6,264.995,NA,NA,NA,NA,NA,NA,NA,NA,"F","9","G","E","9","S","9",0,1,289,23
"940",1,NA,0,146,"119F",119,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,5,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,10,NA,6,299.359,NA,NA,NA,NA,NA,NA,NA,NA,"R","","F","E","","S","",1,1,263,23
"941",1,NA,0,152,"120F",120,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,NA,NA,NA,NA,0,0,0,NA,NA,"B","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,180,NA,6,323.244,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,280,23
"942",3,2,0,154,"121H",121,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,2,9,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,63,10,0,6,945.6,NA,NA,NA,NA,NA,NA,NA,NA,"Z","L","H","E","W","W","N",1,1,281,23
"943",1,NA,0,151,"122E",122,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,6,70.415,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","E","","9","",1,1,270,23
"944",1,NA,0,144,"123F",123,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,20,NA,6,134.167,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,263,23
"945",1,NA,0,150,"124E",124,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,6,129.62,NA,NA,NA,NA,NA,NA,NA,NA,"P","","E","E","","W","",0,2,260,23
"946",1,NA,0,172,"125G",125,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,5,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,6,329.666,NA,NA,NA,NA,NA,NA,NA,NA,"R","","G","E","","E","",0,1,365,23
"947",1,NA,0,168,"129F",129,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,6,148.502,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,1,303,23
"948",2,1,0,145,"  1H",1,58,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,2,1,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,58,998,350,8,152.972,9,10,8,8,10,8,0,152,"F","D","H","D","L","O","W",1,1,264,23
"949",1,NA,0,170,"  2E",2,152,0,3,8,14,17,0,0,165,160,12,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,8,102.143,NA,NA,NA,NA,NA,NA,NA,NA,"F","","E","E","","W","",1,1,302,23
"950",1,NA,0,170,"  2E",2,75,0,24,16,6,0,1,19,-53,180,9,NA,180,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,280,NA,8,102.143,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,2,367,23
"951",1,NA,0,150,"  3G",3,64,0,1,10,17,28,16,2,-34,132,12,NA,132,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,8,199.75,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","G","E","","W","",1,1,260,23
"952",1,NA,0,150,"  3G",3,128,0,0,11,9,5,0,0,0,152,12,NA,152,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,8,199.75,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",0,2,272,23
